08:14:30:074 ?   
08:14:30:823 ?   

13.05.2019 08:14:30:825 ToPeron_1>> 402102025355010005054b4f50554b01000568fa *** 08:14:31:572 FromPeron_1<< 402102fa  

18.07.2019 12:28:36:331 ToPeron_1>> 4020fa *** 18.07.2019 12:28:36:844 FromPeron_1<< 40700070fa  

18.07.2019 12:28:37:089 ToPeron_1>> 4020fa *** 18.07.2019 12:28:37:593 FromPeron_1<< 40700070fa  

18.07.2019 12:28:37:837 ToPeron_1>> 4020fa *** 18.07.2019 12:28:38:343 FromPeron_1<< 40700070fa  

18.07.2019 12:28:38:581 ToPeron_1>> 4020fa *** 18.07.2019 12:28:39:094 FromPeron_1<< 40700070fa  

18.07.2019 12:28:39:227 ToPeron_1>> 4020fa *** 18.07.2019 12:28:39:843 FromPeron_1<< 40700070fa  

18.07.2019 12:28:39:919 ToPeron_1>> 4020fa *** 18.07.2019 12:28:40:593 FromPeron_1<< 40700070fa  

18.07.2019 12:28:40:689 ToPeron_1>> 4020fa *** 18.07.2019 12:28:41:344 FromPeron_1<< 40700070fa  

18.07.2019 12:28:41:434 ToPeron_1>> 4020fa *** 18.07.2019 12:28:42:094 FromPeron_1<< 40700070fa  

18.07.2019 12:28:42:173 ToPeron_1>> 4020fa *** 18.07.2019 12:28:42:844 FromPeron_1<< 40700070fa  

18.07.2019 12:28:42:926 ToPeron_1>> 4020fa *** 18.07.2019 12:28:43:593 FromPeron_1<< 40700070fa  

18.07.2019 12:28:43:704 ToPeron_1>> 4020fa *** 18.07.2019 12:28:44:344 FromPeron_1<< 40700070fa  

18.07.2019 12:28:44:418 ToPeron_1>> 4020fa *** 18.07.2019 12:28:45:093 FromPeron_1<< 40700070fa  

18.07.2019 12:28:45:175 ToPeron_1>> 4020fa *** 18.07.2019 12:28:45:843 FromPeron_1<< 40700070fa  

18.07.2019 12:28:45:924 ToPeron_1>> 4020fa *** 18.07.2019 12:28:46:594 FromPeron_1<< 40700070fa  

18.07.2019 12:28:46:676 ToPeron_1>> 4020fa *** 18.07.2019 12:28:47:343 FromPeron_1<< 40700070fa  

18.07.2019 12:28:47:434 ToPeron_1>> 4020fa *** 18.07.2019 12:28:48:093 FromPeron_1<< 40700070fa  

18.07.2019 12:28:48:189 ToPeron_1>> 4020fa *** 18.07.2019 12:28:48:844 FromPeron_1<< 40700070fa  

18.07.2019 12:28:48:926 ToPeron_1>> 4020fa *** 18.07.2019 12:28:49:594 FromPeron_1<< 40700070fa  

18.07.2019 12:28:49:703 ToPeron_1>> 4020fa *** 18.07.2019 12:28:50:343 FromPeron_1<< 40700070fa  

18.07.2019 12:28:50:423 ToPeron_1>> 4020fa *** 18.07.2019 12:28:51:093 FromPeron_1<< 40700070fa  

18.07.2019 12:28:51:203 ToPeron_1>> 4020fa *** 18.07.2019 12:28:51:844 FromPeron_1<< 40700070fa  

18.07.2019 12:28:51:927 ToPeron_1>> 4020fa *** 18.07.2019 12:28:52:594 FromPeron_1<< 40700070fa  

18.07.2019 12:28:52:703 ToPeron_1>> 4020fa *** 18.07.2019 12:28:53:343 FromPeron_1<< 40700070fa  

18.07.2019 12:28:53:439 ToPeron_1>> 4020fa *** 18.07.2019 12:28:54:093 FromPeron_1<< 40700070fa  

18.07.2019 12:28:54:172 ToPeron_1>> 4020fa *** 18.07.2019 12:28:54:844 FromPeron_1<< 40700070fa  

18.07.2019 12:28:54:943 ToPeron_1>> 4020fa *** 18.07.2019 12:28:55:594 FromPeron_1<< 40700070fa  

18.07.2019 12:28:55:708 ToPeron_1>> 4020fa *** 18.07.2019 12:28:56:344 FromPeron_1<< 40700070fa  

18.07.2019 12:28:56:417 ToPeron_1>> 4020fa *** 18.07.2019 12:28:57:094 FromPeron_1<< 40700070fa  

18.07.2019 12:28:57:189 ToPeron_1>> 4020fa *** 18.07.2019 12:28:57:843 FromPeron_1<< 40700070fa  

18.07.2019 12:28:57:917 ToPeron_1>> 4020fa *** 18.07.2019 12:28:58:593 FromPeron_1<< 40700070fa  

18.07.2019 12:28:58:689 ToPeron_1>> 4020fa *** 18.07.2019 12:28:59:344 FromPeron_1<< 40700070fa  

18.07.2019 12:28:59:418 ToPeron_1>> 4020fa *** 18.07.2019 12:29:00:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:00:188 ToPeron_1>> 4020fa *** 18.07.2019 12:29:00:844 FromPeron_1<< 40700070fa  

18.07.2019 12:29:00:917 ToPeron_1>> 4020fa *** 18.07.2019 12:29:01:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:01:697 ToPeron_1>> 4020fa *** 18.07.2019 12:29:02:344 FromPeron_1<< 40700070fa  

18.07.2019 12:29:02:425 ToPeron_1>> 4020fa *** 18.07.2019 12:29:03:094 FromPeron_1<< 40700070fa  

18.07.2019 12:29:03:303 ToPeron_1>> 4020fa *** 18.07.2019 12:29:03:843 FromPeron_1<< 40700070fa  

18.07.2019 12:29:04:065 ToPeron_1>> 4020fa *** 18.07.2019 12:29:04:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:04:858 ToPeron_1>> 4020fa *** 18.07.2019 12:29:05:344 FromPeron_1<< 40700070fa  

18.07.2019 12:29:05:600 ToPeron_1>> 4020fa *** 18.07.2019 12:29:06:094 FromPeron_1<< 40700070fa  

18.07.2019 12:29:06:361 ToPeron_1>> 4020fa *** 18.07.2019 12:29:06:843 FromPeron_1<< 40700070fa  

18.07.2019 12:29:06:939 ToPeron_1>> 4020fa *** 18.07.2019 12:29:07:594 FromPeron_1<< 40700070fa  

18.07.2019 12:29:07:704 ToPeron_1>> 4020fa *** 18.07.2019 12:29:08:343 FromPeron_1<< 40700070fa  

18.07.2019 12:29:08:454 ToPeron_1>> 4020fa *** 18.07.2019 12:29:09:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:09:189 ToPeron_1>> 4020fa *** 18.07.2019 12:29:09:844 FromPeron_1<< 40700070fa  

18.07.2019 12:29:09:925 ToPeron_1>> 4020fa *** 18.07.2019 12:29:10:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:10:677 ToPeron_1>> 4020fa *** 18.07.2019 12:29:11:344 FromPeron_1<< 40700070fa  

18.07.2019 12:29:11:440 ToPeron_1>> 4020fa *** 18.07.2019 12:29:12:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:12:189 ToPeron_1>> 4020fa *** 18.07.2019 12:29:12:844 FromPeron_1<< 40700070fa  

18.07.2019 12:29:12:933 ToPeron_1>> 4020fa *** 18.07.2019 12:29:13:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:13:689 ToPeron_1>> 4020fa *** 18.07.2019 12:29:14:343 FromPeron_1<< 40700070fa  

18.07.2019 12:29:14:440 ToPeron_1>> 4020fa *** 18.07.2019 12:29:15:094 FromPeron_1<< 40700070fa  

18.07.2019 12:29:15:161 ToPeron_1>> 4020fa *** 18.07.2019 12:29:15:843 FromPeron_1<< 40700070fa  

18.07.2019 12:29:15:939 ToPeron_1>> 4020fa *** 18.07.2019 12:29:16:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:16:689 ToPeron_1>> 4020fa *** 18.07.2019 12:29:17:343 FromPeron_1<< 40700070fa  

18.07.2019 12:29:17:416 ToPeron_1>> 4020fa *** 18.07.2019 12:29:18:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:18:189 ToPeron_1>> 4020fa *** 18.07.2019 12:29:18:844 FromPeron_1<< 40700070fa  

18.07.2019 12:29:18:945 ToPeron_1>> 4020fa *** 18.07.2019 12:29:19:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:19:674 ToPeron_1>> 4020fa *** 18.07.2019 12:29:20:343 FromPeron_1<< 40700070fa  

18.07.2019 12:29:20:422 ToPeron_1>> 4020fa *** 18.07.2019 12:29:21:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:21:164 ToPeron_1>> 4020fa *** 18.07.2019 12:29:21:844 FromPeron_1<< 40700070fa  

18.07.2019 12:29:21:940 ToPeron_1>> 4020fa *** 18.07.2019 12:29:22:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:22:693 ToPeron_1>> 4020fa *** 18.07.2019 12:29:23:344 FromPeron_1<< 40700070fa  

18.07.2019 12:29:23:440 ToPeron_1>> 4020fa *** 18.07.2019 12:29:24:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:24:189 ToPeron_1>> 4020fa *** 18.07.2019 12:29:24:844 FromPeron_1<< 40700070fa  

18.07.2019 12:29:24:940 ToPeron_1>> 4020fa *** 18.07.2019 12:29:25:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:25:689 ToPeron_1>> 4020fa *** 18.07.2019 12:29:26:344 FromPeron_1<< 40700070fa  

18.07.2019 12:29:26:453 ToPeron_1>> 4020fa *** 18.07.2019 12:29:27:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:27:188 ToPeron_1>> 4020fa *** 18.07.2019 12:29:27:843 FromPeron_1<< 40700070fa  

18.07.2019 12:29:27:939 ToPeron_1>> 4020fa *** 18.07.2019 12:29:28:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:28:689 ToPeron_1>> 4020fa *** 18.07.2019 12:29:29:344 FromPeron_1<< 40700070fa  

18.07.2019 12:29:29:440 ToPeron_1>> 4020fa *** 18.07.2019 12:29:30:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:30:168 ToPeron_1>> 4020fa *** 18.07.2019 12:29:30:844 FromPeron_1<< 40700070fa  

18.07.2019 12:29:30:940 ToPeron_1>> 4020fa *** 18.07.2019 12:29:31:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:31:689 ToPeron_1>> 4020fa *** 18.07.2019 12:29:32:343 FromPeron_1<< 40700070fa  

18.07.2019 12:29:32:419 ToPeron_1>> 4020fa *** 18.07.2019 12:29:33:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:33:190 ToPeron_1>> 4020fa *** 18.07.2019 12:29:33:844 FromPeron_1<< 40700070fa  

18.07.2019 12:29:33:940 ToPeron_1>> 4020fa *** 18.07.2019 12:29:34:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:34:804 ToPeron_1>> 4020fa *** 18.07.2019 12:29:35:343 FromPeron_1<< 40700070fa  

18.07.2019 12:29:35:601 ToPeron_1>> 4020fa *** 18.07.2019 12:29:36:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:36:346 ToPeron_1>> 4020fa *** 18.07.2019 12:29:36:843 FromPeron_1<< 40700070fa  

18.07.2019 12:29:37:101 ToPeron_1>> 4020fa *** 18.07.2019 12:29:37:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:37:806 ToPeron_1>> 4020fa *** 18.07.2019 12:29:38:344 FromPeron_1<< 40700070fa  

18.07.2019 12:29:38:436 ToPeron_1>> 4020fa *** 18.07.2019 12:29:39:094 FromPeron_1<< 40700070fa  

18.07.2019 12:29:39:170 ToPeron_1>> 4020fa *** 18.07.2019 12:29:39:844 FromPeron_1<< 40700070fa  

18.07.2019 12:29:39:937 ToPeron_1>> 4020fa *** 18.07.2019 12:29:40:594 FromPeron_1<< 40700070fa  

18.07.2019 12:29:40:687 ToPeron_1>> 4020fa *** 18.07.2019 12:29:41:343 FromPeron_1<< 40700070fa  

18.07.2019 12:29:41:437 ToPeron_1>> 4020fa *** 18.07.2019 12:29:42:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:42:199 ToPeron_1>> 4020fa *** 18.07.2019 12:29:42:843 FromPeron_1<< 40700070fa  

18.07.2019 12:29:42:936 ToPeron_1>> 4020fa *** 18.07.2019 12:29:43:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:43:672 ToPeron_1>> 4020fa *** 18.07.2019 12:29:44:344 FromPeron_1<< 40700070fa  

18.07.2019 12:29:44:416 ToPeron_1>> 4020fa *** 18.07.2019 12:29:45:094 FromPeron_1<< 40700070fa  

18.07.2019 12:29:45:188 ToPeron_1>> 4020fa *** 18.07.2019 12:29:45:843 FromPeron_1<< 40700070fa  

18.07.2019 12:29:45:975 ToPeron_1>> 4020fa *** 18.07.2019 12:29:46:594 FromPeron_1<< 40700070fa  

18.07.2019 12:29:46:664 ToPeron_1>> 4020fa *** 18.07.2019 12:29:47:344 FromPeron_1<< 40700070fa  

18.07.2019 12:29:47:409 ToPeron_1>> 4020fa *** 18.07.2019 12:29:48:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:48:187 ToPeron_1>> 4020fa *** 18.07.2019 12:29:48:843 FromPeron_1<< 40700070fa  

18.07.2019 12:29:48:949 ToPeron_1>> 4020fa *** 18.07.2019 12:29:49:594 FromPeron_1<< 40700070fa  

18.07.2019 12:29:49:664 ToPeron_1>> 4020fa *** 18.07.2019 12:29:50:344 FromPeron_1<< 40700070fa  

18.07.2019 12:29:50:416 ToPeron_1>> 4020fa *** 18.07.2019 12:29:51:093 FromPeron_1<< 40700070fa  

18.07.2019 12:29:51:187 ToPeron_1>> 4020fa *** 18.07.2019 12:29:51:843 FromPeron_1<< 40700070fa  

18.07.2019 12:29:51:921 ToPeron_1>> 4020fa *** 18.07.2019 12:29:52:594 FromPeron_1<< 40700070fa  

18.07.2019 12:29:52:659 ToPeron_1>> 4020fa *** 18.07.2019 12:29:53:344 FromPeron_1<< 40700070fa  

18.07.2019 12:29:53:409 ToPeron_1>> 4020fa *** 18.07.2019 12:29:54:094 FromPeron_1<< 40700070fa  

18.07.2019 12:29:54:187 ToPeron_1>> 4020fa *** 18.07.2019 12:29:54:843 FromPeron_1<< 40700070fa  

18.07.2019 12:29:54:919 ToPeron_1>> 4020fa *** 18.07.2019 12:29:55:594 FromPeron_1<< 40700070fa  

18.07.2019 12:29:55:681 ToPeron_1>> 4020fa *** 18.07.2019 12:29:56:343 FromPeron_1<< 40700070fa  

18.07.2019 12:29:56:420 ToPeron_1>> 4020fa *** 18.07.2019 12:29:57:094 FromPeron_1<< 40700070fa  

18.07.2019 12:29:57:223 ToPeron_1>> 4020fa *** 18.07.2019 12:29:57:844 FromPeron_1<< 40700070fa  

18.07.2019 12:29:57:919 ToPeron_1>> 4020fa *** 18.07.2019 12:29:58:593 FromPeron_1<< 40700070fa  

18.07.2019 12:29:58:736 ToPeron_1>> 4020fa *** 18.07.2019 12:29:59:343 FromPeron_1<< 40700070fa  

18.07.2019 12:29:59:437 ToPeron_1>> 4020fa *** 18.07.2019 12:30:00:093 FromPeron_1<< 40700070fa  

18.07.2019 12:30:00:185 ToPeron_1>> 4020fa *** 18.07.2019 12:30:00:844 FromPeron_1<< 40700070fa  

18.07.2019 12:30:00:966 ToPeron_1>> 4020fa *** 18.07.2019 12:30:01:594 FromPeron_1<< 40700070fa  

18.07.2019 12:30:01:805 ToPeron_1>> 4020fa *** 18.07.2019 12:30:02:343 FromPeron_1<< 40700070fa  

18.07.2019 12:30:02:560 ToPeron_1>> 4020fa *** 18.07.2019 12:30:03:093 FromPeron_1<< 40700070fa  

18.07.2019 12:30:03:310 ToPeron_1>> 4020fa *** 18.07.2019 12:30:03:844 FromPeron_1<< 40700070fa  

18.07.2019 12:30:04:080 ToPeron_1>> 4020fa *** 18.07.2019 12:30:04:593 FromPeron_1<< 40700070fa  

18.07.2019 12:30:04:802 ToPeron_1>> 4020fa *** 18.07.2019 12:30:05:343 FromPeron_1<< 40700070fa  

18.07.2019 12:30:05:422 ToPeron_1>> 4020fa *** 18.07.2019 12:30:06:094 FromPeron_1<< 40700070fa  

18.07.2019 12:30:06:202 ToPeron_1>> 4020fa *** 18.07.2019 12:30:06:844 FromPeron_1<< 40700070fa  

18.07.2019 12:30:06:952 ToPeron_1>> 4020fa *** 18.07.2019 12:30:07:594 FromPeron_1<< 40700070fa  

18.07.2019 12:30:07:699 ToPeron_1>> 4020fa *** 18.07.2019 12:30:08:344 FromPeron_1<< 40700070fa  

18.07.2019 12:30:08:410 ToPeron_1>> 4020fa *** 18.07.2019 12:30:09:094 FromPeron_1<< 40700070fa  

18.07.2019 12:30:09:187 ToPeron_1>> 4020fa *** 18.07.2019 12:30:09:844 FromPeron_1<< 40700070fa  

18.07.2019 12:30:09:918 ToPeron_1>> 4020fa *** 18.07.2019 12:30:10:593 FromPeron_1<< 40700070fa  

18.07.2019 12:30:10:664 ToPeron_1>> 4020fa *** 18.07.2019 12:30:11:343 FromPeron_1<< 40700070fa  

18.07.2019 12:30:11:420 ToPeron_1>> 4020fa *** 18.07.2019 12:30:12:094 FromPeron_1<< 40700070fa  

18.07.2019 12:30:12:197 ToPeron_1>> 4020fa *** 18.07.2019 12:30:12:844 FromPeron_1<< 40700070fa  

18.07.2019 12:30:12:938 ToPeron_1>> 4020fa *** 18.07.2019 12:30:13:594 FromPeron_1<< 40700070fa  

18.07.2019 12:30:23:897 ToPeron_1>> 4020fa *** 18.07.2019 12:30:23:899 ?   

18.07.2019 12:30:23:900 ToPeron_1>> 4020fa *** 
18.07.2019 12:30:24:612 ToPeron_1>> 4020fa *** 18.07.2019 12:30:25:343 FromPeron_1<< 40700070fa  

18.07.2019 12:30:25:449 ToPeron_1>> 4020fa *** 18.07.2019 12:30:26:094 FromPeron_1<< 40700070fa  

18.07.2019 12:30:26:175 ToPeron_1>> 4020fa *** 18.07.2019 12:30:26:844 FromPeron_1<< 40700070fa  

18.07.2019 12:30:26:912 ToPeron_1>> 4020fa *** 18.07.2019 12:30:27:594 FromPeron_1<< 40700070fa  

18.07.2019 12:30:27:676 ToPeron_1>> 4020fa *** 18.07.2019 12:30:28:344 FromPeron_1<< 40700070fa  

18.07.2019 12:30:28:442 ToPeron_1>> 4020fa *** 18.07.2019 12:30:29:093 FromPeron_1<< 40700070fa  

18.07.2019 12:30:29:178 ToPeron_1>> 4020fa *** 18.07.2019 12:30:29:844 FromPeron_1<< 40700070fa  

18.07.2019 12:30:29:941 ToPeron_1>> 4020fa *** 18.07.2019 12:30:30:593 FromPeron_1<< 40700070fa  

18.07.2019 12:30:30:668 ToPeron_1>> 4020fa *** 18.07.2019 12:30:31:343 FromPeron_1<< 40700070fa  

18.07.2019 12:30:31:405 ToPeron_1>> 4020fa *** 18.07.2019 12:30:32:094 FromPeron_1<< 40700070fa  

18.07.2019 12:30:32:216 ToPeron_1>> 4020fa *** 18.07.2019 12:30:32:843 FromPeron_1<< 40700070fa  

18.07.2019 12:30:33:067 ToPeron_1>> 4020fa *** 18.07.2019 12:30:33:593 FromPeron_1<< 40700070fa  

18.07.2019 12:30:33:847 ToPeron_1>> 4020fa *** 18.07.2019 12:30:34:344 FromPeron_1<< 40700070fa  

18.07.2019 12:30:34:641 ToPeron_1>> 4020fa *** 18.07.2019 12:30:35:093 FromPeron_1<< 40700070fa  

18.07.2019 12:30:35:342 ToPeron_1>> 4020fa *** 18.07.2019 12:30:35:843 FromPeron_1<< 40700070fa  

18.07.2019 12:30:35:944 ToPeron_1>> 4020fa *** 18.07.2019 12:30:36:593 FromPeron_1<< 40700070fa  

18.07.2019 12:30:36:705 ToPeron_1>> 4020fa *** 18.07.2019 12:30:37:343 FromPeron_1<< 40700070fa  

18.07.2019 12:30:37:424 ToPeron_1>> 4020fa *** 18.07.2019 12:30:38:093 FromPeron_1<< 40700070fa  

18.07.2019 12:30:38:165 ToPeron_1>> 4020fa *** 18.07.2019 12:30:38:843 FromPeron_1<< 40700070fa  

18.07.2019 12:30:38:946 ToPeron_1>> 4020fa *** 18.07.2019 12:30:39:593 FromPeron_1<< 40700070fa  

18.07.2019 12:30:39:662 ToPeron_1>> 4020fa *** 18.07.2019 12:30:40:343 FromPeron_1<< 40700070fa  

18.07.2019 12:30:40:418 ToPeron_1>> 4020fa *** 18.07.2019 12:30:41:093 FromPeron_1<< 40700070fa  

18.07.2019 12:30:41:193 ToPeron_1>> 4020fa *** 18.07.2019 15:07:06:669 ?   
18.07.2019 15:07:07:382 ?   

18.07.2019 15:07:07:383 ToPeron_1>> 4020fa *** 18.07.2019 15:07:08:094 ?   

18.07.2019 15:07:08:096 ToPeron_1>> 4020fa *** 18.07.2019 15:07:08:844 ?   

18.07.2019 15:07:08:845 ToPeron_1>> 4020fa *** 18.07.2019 15:07:09:593 ?   

18.07.2019 15:07:09:595 ToPeron_1>> 4020fa *** 18.07.2019 15:07:10:344 ?   

18.07.2019 15:07:10:345 ToPeron_1>> 4020fa *** 18.07.2019 15:07:11:093 ?   

18.07.2019 15:07:11:095 ToPeron_1>> 4020fa *** 18.07.2019 15:07:11:844 ?   

18.07.2019 15:07:11:848 ToPeron_1>> 4020fa *** 18.07.2019 15:09:39:595 ?   
18.07.2019 15:09:40:343 ?   

18.07.2019 15:09:40:345 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:41:093 ?   

18.07.2019 15:09:41:095 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:41:843 ?   

18.07.2019 15:09:41:843 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:42:593 ?   

18.07.2019 15:09:42:594 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:43:344 ?   

18.07.2019 15:09:43:345 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:44:094 ?   

18.07.2019 15:09:44:095 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:44:843 ?   

18.07.2019 15:09:44:845 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:45:594 ?   

18.07.2019 15:09:45:595 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:46:344 ?   

18.07.2019 15:09:46:345 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:47:094 ?   

18.07.2019 15:09:47:095 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:47:844 ?   

18.07.2019 15:09:47:845 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:48:593 ?   

18.07.2019 15:09:48:595 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:49:343 ?   

18.07.2019 15:09:49:345 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:50:093 ?   

18.07.2019 15:09:50:097 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:50:844 ?   

18.07.2019 15:09:50:845 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:51:594 ?   

18.07.2019 15:09:51:595 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:52:343 ?   

18.07.2019 15:09:52:344 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:53:094 ?   

18.07.2019 15:09:53:095 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:53:843 ?   

18.07.2019 15:09:53:844 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:54:593 ?   

18.07.2019 15:09:54:595 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:55:343 ?   

18.07.2019 15:09:55:347 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:56:094 ?   

18.07.2019 15:09:56:095 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:56:843 ?   

18.07.2019 15:09:56:844 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:57:594 ?   

18.07.2019 15:09:57:595 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:58:343 ?   

18.07.2019 15:09:58:344 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:59:094 ?   

18.07.2019 15:09:59:095 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:09:59:843 ?   

18.07.2019 15:09:59:844 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:00:593 ?   

18.07.2019 15:10:00:594 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:01:344 ?   

18.07.2019 15:10:01:345 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:02:094 ?   

18.07.2019 15:10:02:095 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:02:843 ?   

18.07.2019 15:10:02:844 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:03:593 ?   

18.07.2019 15:10:03:594 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:04:365 ?   

18.07.2019 15:10:04:366 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:05:094 ?   

18.07.2019 15:10:05:094 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:05:844 ?   

18.07.2019 15:10:05:845 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:06:593 ?   

18.07.2019 15:10:06:595 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:07:343 ?   

18.07.2019 15:10:07:344 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:08:094 ?   

18.07.2019 15:10:08:095 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:08:843 ?   

18.07.2019 15:10:08:845 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:09:593 ?   

18.07.2019 15:10:09:634 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:10:344 ?   

18.07.2019 15:10:10:345 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:11:093 ?   

18.07.2019 15:10:11:095 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:11:844 ?   

18.07.2019 15:10:11:845 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:12:593 ?   

18.07.2019 15:10:12:595 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:13:344 ?   

18.07.2019 15:10:13:344 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:14:093 ?   

18.07.2019 15:10:14:095 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:14:844 ?   

18.07.2019 15:10:14:860 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:15:594 ?   

18.07.2019 15:10:15:595 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:16:343 ?   

18.07.2019 15:10:16:343 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:17:093 ?   

18.07.2019 15:10:17:094 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:17:843 ?   

18.07.2019 15:10:17:844 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:18:592 ?   

18.07.2019 15:10:18:619 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:19:344 ?   

18.07.2019 15:10:19:344 ToPeron_1>> 4021020443494c4102003702535502002a39fa *** 18.07.2019 15:10:20:093 ?   

